Go to Documentation,key,,,,,,,,,,,
,sidebar.related-glyphs.insert-after-selected-glyph,Insert after selected glyph,插入至选中字形之后,選択グリフの次に挿入,,Insérer après le glyph sélectionné,Nach ausgewähltem Glyphen einfügen,,,,於選取的字形後插入,Ipasok pagkatapos ng napiling glyph
,sidebar.related-glyphs.insert-after-selected-glyph-and-select,Insert after selected glyph and select,插入至选中字形之后并选中,選択グリフの次に挿入して開く,,"Insérer après le glyphe sélectionné, et sélectionner",Nach ausgewähltem Glyphen einfügen und auswählen,,,,於選取的字形後插入並選取,Ipasok pagkatapos ng napiling glyph at piliin
,sidebar.related-glyphs.insert-before-selected-glyph,Insert before selected glyph,插入至选中字形之前,選択グリフの前に挿入,,Insérer avant le glyph sélectionné,Vor ausgewähltem Glyphen einfügen,,,,於選取的字形前插入,Ipasok bago ang napiling glyph
,sidebar.related-glyphs.insert-before-selected-glyph-and-select,Insert before selected glyph and select,插入至选中字形之前并选中,選択グリフの前に挿入して開く,,"Insérer avant le glyphe sélectionné, et sélectionner",Vor ausgewähltem Glyphen einfügen und auswählen,,,,於選取的字形前插入並選取,Ipasok bago ang napiling glyph at piliin
,sidebar.related-glyphs.loading,(loading),（加载中）,（読み込み中）,,(chargement),(Laden),,,,（載入中）,(naglo-load)
,sidebar.related-glyphs.no-glyph-selected,(No glyph selected),（无选中字形）,（グリフが選択されていません）,,(aucun glyphe sélectionné),(keine Glyphe ausgewählt),,,,（尚未選取字形）,(Walang napiling glyph)
,sidebar.related-glyphs.no-related-glyphs-or-characters-were-found,(No related glyphs or characters were found),（未找到相关字形或字符）,（関連グリフが見つかりませんでした）,,,(keine verwandten Glyphen oder Zeichen wurden gefunden),,,,（未找到相關字形及字元）,(Walang natagpuang kaugnay na mga glyph o karakter)
,sidebar.related-glyphs.related-glyphs,Related Glyphs,相关字形,関連グリフ,,Glyphes en rapport,Verwandte Glyphen,,,,相關字形,Mga Kaugnay na Glyph
,sidebar.related-glyphs.replace-selected-glyph,Replace selected glyph,替换选中字形,選択しているグリフを置き換え,,Remplacer le glyph sélectionné,Ersetze ausgewählten Glyphen,,,,取代選取的字形,Palitan ang napiling glyph
,sidebar.related-glyphs.title,Related Glyphs & Characters for %0,与 %0 相关的字形与字符,%0の関連グリフ,,Glyphes et caractères en lien pour %0,Verwandte Glyphen & Zeichen für %0,,Gerelateerde glyphs & karakters voor %0,,同 %0 相關的字形及字元,Mga Kaugnay na Glyph at Karakter para sa %0
,sidebar.selection-info,Selection Info,选中信息,グリフの情報,,Information de la sélection,Auswahl-Info,,Selecie informatie,,選取資訊,Impormasyon sa Pagpili
,sidebar.selection-info.advance-width,Advance width,字形宽度,グリフ幅,,Chasse,Breite,,Zetbreedte,,字形寬度,Lapad ng pagsulong
,sidebar.selection-info.base-unicode,Base unicode,基础 Unicode,Unicode,,Unicode de base,Basis Unicode,,,,基礎 Unicode,Batayang unicode
,sidebar.selection-info.component,Component #%0,部件 #%0,コンポーネント #%0,,Composant #%0,Komponente #%0,,-,,部件 #%0,Bahagi #%0
,sidebar.selection-info.component.base-glyph,Base glyph,基础字形,グリフ名,,Glyphe de base,Basis-Glyph,,Basisglyph,,基礎字形,Glyph na base
,sidebar.selection-info.component.center,Center,中心,中心座標,,Centre,Zentrum,,Middelpunt,,中心,Sentro
,sidebar.selection-info.component.reset-axis-values,Reset axis values,重置参数轴数值,補完軸の値をリセット,,,Achsen-Werte zurücksetzen,,,,重設參數軸數值,I-reset ang mga halaga ng axis
,sidebar.selection-info.component.reset-transformation,Reset transformation,重置变形,変形をリセット,,,Transformation zurücksetzen,,,,重設變形,I-reset ang pagbabago
,sidebar.selection-info.component.rotation,Rotation,旋转,回転,,Rotation,Rotation,,Rotatie,,旋轉,Pag-ikot
,sidebar.selection-info.component.scale,Scale,缩放,拡大縮小,,Échelle,Skalieren,,Schaal,,縮放,Iskala
,sidebar.selection-info.component.skew,Skew,倾斜,傾斜,,Pencher,Neigung,,Schuinzetten,,傾斜,Pagkiling
,sidebar.selection-info.component.transformation,Transformation,变形,変形,,Transformation,-,,Transformatie,,變形,Pagbabago
,sidebar.selection-info.component.translate,Translate,平移,位置,,Déplacement,Verschiebung,,Translatie,,平移,Isalin
,sidebar.selection-info.dialog.unlock-glyph.title,Are you sure you want to unlock glyph %0?,你确定要解锁字形 “%0” 吗？,%0のロックを解除しますか？,,Êtes-vous sûr de vouloir dévérouiller le glyphe %0 ?,"Bist du sicher, dass du den Glyphen %0 entsperren willst?",,,,您確定要解鎖字形「%0」嗎？,Sigurado ka bang gusto mong i-unlock ang glyph %0?
,sidebar.selection-info.dimensions,Dimensions,尺寸,大きさ,,-,Dimensionen,,Dimensies,,尺寸,Mga Dimensyon
,sidebar.selection-info.glyph-locking.tooltip.lock,Lock glyph,锁定字形,グリフのロック,,Vérouiller le glyphe,Glyph sperren,,,,鎖定字形,I-lock ang gliph
,sidebar.selection-info.glyph-locking.tooltip.read-only,Glyph is read-only,字形为只读,読み取り専用グリフ,,Le glyph est en lecture seule,Glyph ist schreibgeschützt,,,,字形為唯讀,Ang Glyph ay read-only
,sidebar.selection-info.glyph-locking.tooltip.unlock,Unlock glyph,解锁字形,グリフをロック解除,,Dévérouiller le glyphe,Glyph entsperren,,,,解鎖字形,I-unlock ang gliph
,sidebar.selection-info.glyph-name,Glyph name,字形名称,グリフ名,,Nom du glyphe,Glyph-Name,,Glyphnaam,,字形名稱,Pangalan ng glipo
,sidebar.selection-info.multi-source,Multi-source value changes are absolute,多源编辑参数轴值时使用绝对值,複数ソースの編集において、値を絶対値に揃える,,Valeurs absolues pour l'édition multiple de sources,Multi-Source-Werteänderungen sind absolut,,Wijzigingen in multi-source waarden zijn absoluut,,多源編輯參數軸值時使用絕對值,Ang mga pagbabago sa halaga ng maraming pinagmulan ay absolute
,sidebar.selection-info.kern-group-l-r,Kern group L/R,字偶分组（左/右）,,,,,,,,字偶群組（左/右）,Grupong Kern L/R
,sidebar.selection-info.sidebearings,Sidebearings,字边距,サイドベアリング,,Approches,Glyph-Rand,,Marges,,字邊距,Mga sidebearing
,sidebar.selection-info.title,Glyph info,字形信息,グリフ情報,,Informations du glyphe,Glyph-Info,,Glyphinformatie,,字形資訊,Impormasyon sa Glyph
,sidebar.selection-info.unicode,Unicode,-,-,,-,-,,,,-,-
,sidebar.selection-transformation,Selection Transformation,变形工具,選択範囲の変形,,Transformation de la sélection,Auswahl-Transformation,,Selectie transformatie,,變形工具,Pagbabago ng Pagpili
,sidebar.selection-transformation.align,Align Objects,对齐,整列,,Aligner les objets,Objekte ausrichten,,Objecten uitlijnen,,對齊,Ihanay ang mga Bagay
,sidebar.selection-transformation.align.bottom,Align bottom,底部对齐,下に揃える,,Aligner en bas,Unten ausrichten,,Onder uitlijnen,,底部對齊,Ihanay ang ibaba
,sidebar.selection-transformation.align.center,Align center,垂直居中对齐,左右中央に揃える,,Aligner au centre,Zentriert ausrichten,,Gecentreerd uitlijnen,,垂直居中對齊,Ihanay sa gitna
,sidebar.selection-transformation.align.left,Align left,左对齐,左に揃える,,Aligner à gauche,Links ausrichten,,Links uitlijnen,,左對齊,Ihanay pakaliwa
,sidebar.selection-transformation.align.middle,Align middle,水平居中对齐,上下中央に揃える,,Aligner au milieu,Mittig ausrichten,,In het midden uitlijnen,,水平居中對齊,Ihanay ang gitna
,sidebar.selection-transformation.align.right,Align right,右对齐,右に揃える,,Aligner à droite,Rechts ausrichten,,Rechts uitlijnen,,右對齊,Ihanay pakanan
,sidebar.selection-transformation.align.top,Align top,顶部对齐,上に揃える,,Aligner en haut,Oben ausrichten,,Boven uitlijnen,,頂部對齊,I-align ang itaas
,sidebar.selection-transformation.distribute,Distribute Objects,分布部件,等間隔に分布,,Distribuer les objets,Objekte verteilen,,Objecten verdelen,,分布部件,Ipamahagi ang mga Bagay
,sidebar.selection-transformation.distribute.distance-in-units,Distance in units,距离,オブジェクト間の距離,,Distance en unités,Abstand in Units,,,,距離,Distansya sa mga yunit
,sidebar.selection-transformation.distribute.horizontally,Distribute horizontally,水平分布,水平分布,,Distribuer horizontalement,Horizontal verteilen,,Horizontaal verdelen,,水平分布,Ipamahagi nang pahalang
,sidebar.selection-transformation.distribute.vertically,Distribute vertically,垂直分布,垂直分布,,Distribuer verticalement,Vertikal verteilen,,Verticaal verdelen,,垂直分布,Ipamahagi nang patayo
,sidebar.selection-transformation.flip,Flip,翻转,反転,,Retourner,Spiegeln,,Omdraaien,,翻轉,I-flip
,sidebar.selection-transformation.flip.horizontally,Flip Horizontally,垂直翻转,左右反転,,Retourner horizontalement,Horizontal spiegeln,,Horizontaal omdraaien,,垂直翻轉,I-flip nang Pahalang
,sidebar.selection-transformation.flip.vertically,Flip Vertically,水平翻转,上下反転,,Retourner verticalement,Vertikal spiegeln,,Verticaal omdraaien,,水平翻轉,I-flip nang Patayo
,sidebar.selection-transformation.move,Move,平移,移動,,Déplacer,Bewegen,,Verplaats,,平移,Ilipat
,sidebar.selection-transformation.origin,Origin,原点,原点,,Origine,Ursprung,,Oorsprong,,原點,Pinagmulan
,sidebar.selection-transformation.origin.bottom.center,Origin bottom center,原点为下侧中心,原点を中央下に設定,,Origine en bas au centre,Ursprung unten zentriert,,Oorsprong beneden centrum,,原點為下側中心,Sentrong ibabang pinagmulan
,sidebar.selection-transformation.origin.bottom.left,Origin bottom left,原点为左下角,原点を左下に設定,,Origine en bas à gauche,Ursprung unten links,,Oorsprong beneden links,,原點為左下角,Pinagmulan sa kaliwang ibaba
,sidebar.selection-transformation.origin.bottom.right,Origin bottom right,原点为右下角,原点を右下に設定,,Origine en bas à droite,Ursprung unten rechts,,Oorsprong beneden rechts,,原點為右下角,Pinagmulan sa kanang ibaba
,sidebar.selection-transformation.origin.middle.center,Origin middle center,原点为中央,原点を中央に設定,,Origine au milieu au centre,Ursprung mittig zentriert,,Oorsprong midden centrum,,原點為正中心,Pinagmulang gitnang sentro
,sidebar.selection-transformation.origin.middle.left,Origin middle left,原点为左侧中心,原点を中央左に設定,,Origine au milieu à gauche,Ursprung mittig links,,Oorsprong midden links,,原點為左側中心,Pinagmulan gitnang kaliwa
,sidebar.selection-transformation.origin.middle.right,Origin middle right,原点为右侧中心,原点を中央右に設定,,Origine au milieu à droite,Ursprung mittig rechts,,Oorsprong midden rechts,,原點為右側中心,Pinagmulan gitnang kanan
,sidebar.selection-transformation.origin.top.center,Origin top center,原点为上侧中心,原点を中央上に設定,,Origine en haut au centre,Ursprung oben zentriert,,Oorsprong boven centrum,,原點為上側中心,Pinagmulan sa itaas na gitna
,sidebar.selection-transformation.origin.top.left,Origin top left,原点为左上角,原点を左上に設定,,Origine en haut à gauche,Ursprung oben links,,Oorsprong boven links,,原點為左上角,Pinagmulan sa kaliwang itaas
,sidebar.selection-transformation.origin.top.right,Origin top right,原点为右上角,原点を右上に設定,,Origine en haut à droite,Ursprung oben rechts,,Oorsprong boven rechts,,原點為右上角,Pinagmulan sa kanang itaas
,sidebar.selection-transformation.path-operations,Path Operations,轮廓编辑指令,パスオペレーション,,Opération sur les contours,Pfad-Anwendungen,,Padbewerkingen,,輪廓編輯指令,Mga Operasyon sa Landas
,sidebar.selection-transformation.path-operations.exclude,Exclude contours,轮廓差集,重なっている部分を抜く,,Exclure les contours,Konturen ausschließen,,Contouren uitsluiten,,輪廓差集,Ibukod ang mga contour
,sidebar.selection-transformation.path-operations.intersect,Intersect contours,轮廓交集,重なっている部分のみを残す,,Intersecter les contours,Konturen schneiden,,Contouren doorsnede,,輪廓交集,Magtagpo ng mga contour
,sidebar.selection-transformation.path-operations.subtract,Subtract contours,减去顶层,前面オブジェクトで型抜き,,Soustraire les contours,Konturen subtrahieren,,Contouren aftrekken,,減去頂層,Magbawas ng mga contour
,sidebar.selection-transformation.path-operations.union,Remove overlaps,合并轮廓,オブジェクトを合体,,Enlever les superpositions,Überlappungen entfernen,,Verwijder overlappingen,,合併輪廓,Alisin ang mga overlap
,sidebar.selection-transformation.rotate,Rotate,旋转,回転,,Rotation,Drehen,,Roteer,,旋轉,I-rotate
,sidebar.selection-transformation.scale,Scale,缩放,拡大縮小,,Échelle,Skalieren,,Schaal,,縮放,Iskala
,sidebar.selection-transformation.skew,Skew,倾斜,傾斜,,Pencher,Neigen,,Schuizetten,,傾斜,Pagkiling
duplicate,sidebar.selection-transformation.title,Transformation,变形,変形,,Transformation,-,,Transformatie,,變形,Pagbabago
,sidebar.text-entry,Text Entry,文本,エディターテキスト,,Saisie de texte,Text-Eingabe,,Tekstinvoer,,文字欄位,Pagpasok ng Teksto
,sidebar.user-settings,User Settings,用户设置,ユーザー設定,,Paramètres de l'utilisateur,Benutzer-Einstellungen,,Gebruikersinstellingen,,使用者設定,Mga Setting ng Gumagamit
,sidebar.user-settings.clipboard,Clipboard export format,剪贴板导出格式,クリップボード出力フォーマット,,Format d'export du presse-papier,Export-Format für die Zwischenablage,,Klembord export format,,剪貼簿匯出格式,Format ng pag-export ng clipboard
,sidebar.user-settings.component.nodes,Component nodes and handles,部件节点与手柄,コンポーネントのノードとハンドル,,Points et poignés du composant,Komponenten Punkte und Griffe,,Nodes en handles voor componenten,,部件節點及控制點,Mga node at handle ng bahagi
,sidebar.user-settings.experimental,Experimental features,实验性功能,実験的な機能,,Expérimentations,Experimentelle Funktionen,,Experimentele features,,實驗性功能,Mga tampok na pang-eksperimento
duplicate,sidebar.user-settings.glyph,Glyph editor appearance,字形编辑器外观,グリフエディターの表示設定,,Glyphe,Glyph-Editor Ansicht,,Glyph editor uiterlijk,,字形編輯器外觀,Hitsura ng editor ng Glyph
,sidebar.user-settings.glyph.anchornames,Anchor names,锚点名称,アンカー名を表示,,Noms des ancres,Anker Namen,,Ankernamen,,錨點名稱,Mga pangalan ng angkla
,sidebar.user-settings.glyph.background-image,Background image,背景图片,背景画像を表示,,Image d'arrière plan,Hintergrund-Bild,Imagen de Fondo,,,背景圖片,Larawan sa background
,sidebar.user-settings.glyph.baseline,Baseline,基线,ベースラインを表示,,Ligne de base,Grundlinie,,Basislijn,,基線,Baseline
,sidebar.user-settings.glyph.cjkframe,CJK Design Frame,汉字字面框,CJKデザインフレームを表示,,Grille de design CJK,CJK Design Rahmen,,-,,漢字字面框,Disenyo ng Frame ng CJK
,sidebar.user-settings.glyph.component,Component names and indices,部件名称与序号,コンポーネント名とシェイプの順番を表示,,Noms et index des composants,Komponenten-Namen und -Indexe,,Component namen en indexen,,部件名稱及序號,Mga pangalan at indeks ng bahagi
,sidebar.user-settings.glyph.contour,Contour indices,轮廓序号,シェイプの順番を表示,,Index des contours,Kontur-Indexe,,Contour indexen,,輪廓序號,Mga indeks ng contour
,sidebar.user-settings.glyph.coordinates,Coordinates,坐标,ポイントの座標を表示,,Coordonnées,Koordinaten,,Coordinaten,,座標,Mga Koordinado
,sidebar.user-settings.glyph.dragcrosshair,Drag crosshair,拖拽时显示辅助线,ドラッグ中、水平垂直の補助線を表示,,Croix de sélection,Fadenkreuz-Bewegung,,Sleep kruisdraad,,拖曳時顯示輔助線,I-drag ang crosshair
,sidebar.user-settings.glyph.dragghostpath,Drag “ghost” path,拖拽时显示原始轮廓,ドラッグ中、“ゴースト”パス（移動前のパス）を表示,,Afficher la position avant édition,"""Gespänster""-Pfad-Bewegung",,"Sleep ""ghost"" pad",,拖曳時顯示原始輪廓,"I-drag ang landas na ""multo"""
,sidebar.user-settings.glyph.kerning,Kerning,字偶距调节,,,,,,,,字偶距調節,Kerning
,sidebar.user-settings.glyph.kerning-tool,Kerning (tool),字偶距调节（工具）,,,,,,,,字偶距調節（工具）,Kerning (kagamitan)
,sidebar.user-settings.glyph.lockicon,Glyph lock icon for non-editing glyphs,非编辑字形的锁定图标,ロックされたグリフにアイコンを表示,,Icône verrouillée du glyphe pour les glyphes non édités,Glyph-Schloss-Symbol für nicht editierende Glyphen,,Glyph slot icoon voor overige glyphs,,非編輯字形的鎖定圖示,Icon ng lock ng glyph para sa mga glyph na hindi nag-eedit
,sidebar.user-settings.glyph.point.index,Point indices,节点序号,ポイントの順番を表示,,Index des points,Punkt-Indexe,,Punt indexen,,節點序號,Mga indeks ng punto
duplicate,sidebar.user-settings.glyph.powerruler,Power Ruler,测量尺,パワー定規を表示,,-,-,,-,,測量尺,Pinuno ng Kapangyarihan
duplicate,sidebar.user-settings.glyph.referencefont,Reference font,参考字体,リファレンスフォントを表示,,Fonte de référence,Referenz-Font,,Referentiefont,,參考字型,Font ng sanggunian
,sidebar.user-settings.glyph.sidebearings,Sidebearings for non-editing glyphs,非编辑字形的字边距,非編集中のグリフのサイドベアリングを表示,,Approches pour les glyphes non édités,Glyph-Rand für nicht editierende Glyphen,,Breedtes voor overige glyphs,,非編輯字形的字邊距,Mga sidebearing para sa mga glyph na hindi nag-eedit
,sidebar.user-settings.glyph.sidebearings-tool,Sidebearings (tool),字边距调节（工具）,,,,,,,,字邊距調節（工具）,Mga sidebearing (kagamitan)
,sidebar.user-settings.glyph.statuscolor,Development status color,开发状态颜色标签,開発ステータスカラーを表示,,Couleurs des statuts de développement,Entwicklungsstatus Farbe,,Onwikkelingsstatuskleur,,開發狀態顏色標籤,Kulay ng katayuan ng pag-unlad
,sidebar.user-settings.glyph.upmgrid,Units-per-em grid,UPM 网格,UPMグリッドを表示,,Grille UPM (Units-per-em),UPM-Raster (Units-per-em),,-,,UPM 網格,Grid ng mga yunit-bawat-em
,sidebar.user-settings.guidelines,Guidelines,参考线,ガイドラインを表示,,Guides,Hilfslinien,Guías,,,參考線,Mga Alituntunin
duplicate,sidebar.user-settings.language,Display language,显示语言,表示言語,,Langue utilisée,Anzeigesprache,,Weergavetaal,,顯示語言,Wika ng pagpapakita
,sidebar.user-settings.line-metrics,Line metrics,度量线,縦方向のメトリクスを表示,,,Zeilen Metriken,,,,度量線,Mga sukatan ng linya
duplicate,sidebar.user-settings.server,Server info,服务器信息,サーバー情報,,Information du serveur,Server Info,,Server informatie,,伺服器資訊,Impormasyon ng server
duplicate,sidebar.user-settings.theme,Theme settings,主题设置,カラーテーマ設定,,Paramètres des thèmes,Design-Einstellungen,,Thema instellingen,,主題設定,Mga setting ng tema
,sidebar.user-settings.theme.auto,Automatic (use OS setting),自动（使用操作系统设置）,自動（OSの設定に従う）,,Automatique (utiliser les paramètre de l'OS),Automatisch (benutzt OS Einstellungen),,Automatisch (gebruik OS instelling),,自動（使用作業系統設定）,Awtomatiko (gamitin ang setting ng OS)
,sidebar.user-settings.theme.dark,Dark,暗色,ダーク,,Sombre,Dunkel,,Donker,,暗色,Madilim
,sidebar.user-settings.theme.light,Light,亮色,ライト,,Clair,Hell,,Licht,,亮色,Liwanag
,sources.button.go-to-nearest-source,Go to nearest source,前往最近的源,最も値が近いソースに移動,,Aller à la source la plus proche,Zur nächsten Source,,,,移至最近的源,Pumunta sa pinakamalapit na mapagkukunan
,sources.button.new-font-source,New font source...,新建字体源…,新しいフォントソース…,,Nouvelle source de la fonte…,Neue Font Source...,,,,新增字型源…,Bagong pinagmulan ng font...
,sources.button.new-glyph-source,New source,新建源,新しいソース,,Nouvelle source,Neue Source,,,,新增源,Bagong pinagmulan
,sources.dialog.add-source.label.source-name,Source name,源名称,ソース名,,Nom de la source,Source Name,,,,源名稱,Pangalan ng pinagmulan
,sources.dialog.add-source.title,Add font source,添加字体源,フォントソースを追加,,Ajouter une source à la fonte,Font Source hinzufügen,,,,加入字型源,Magdagdag ng pinagmulan ng font
,sources.dialog.cannot-edit-source.title,Can’t edit font source,无法编辑字体源,フォントソースを編集できません。,,,Font Source kann nicht bearbeitet werden,,,,無法編輯字型源,Hindi ma-edit ang pinagmulan ng font
,sources.labels.ascender,Ascender,上升部,アセンダー,,Ascendante,Oberlänge,,,,上升部,Ascender
,sources.labels.baseline,Baseline,基线,ベースライン,,Line de base,Grundlinie,,,,基線,Baseline
,sources.labels.cap-height,Cap Height,大写字高,キャップハイト,,Hauteur des capitales,Versal-Höhe,,,,大寫字高,Taas ng Takip
,sources.labels.descender,Descender,下降部,ディセンダー,,Descendante,Unterlänge,,,,下降部,Bumababa
,sources.labels.general,General,普通,一般,,Générale,Allgemeines,,,,一般,Heneral
,sources.labels.is-sparse,Is Sparse,次要,中間マスター,,,,,,,是否為稀疏,Kakaunti
,sources.labels.italic-angle,Italic Angle,意大利体角度,イタリック角度,,Angle de l'Italique,Neigung,,,,義大利體角度,Anggulong Italiko
,sources.labels.line-metrics,Line metrics,度量线,メトリクス,,,Zeilen Metriken,,,,度量線,Mga sukatan ng linya
,sources.labels.location,Location,位置,補完軸上の座標,,Localisation,-,,,,位置,Lokasyon
,sources.labels.name,Name,名称,ソース名,,Nom,-,,,,名稱,Pangalan
,sources.labels.x-height,x-Height,x字高,xハイト,,Hauteur d'x,x-Höhe,,,,x字高,x-Taas
,sources.title,Sources,源,ソース,,Sources,Sourcen,,Sources,,源,Mga Pinagmumulan
,sources.tooltip.delete-source,Delete source,删除源,ソースを削除,,Supprimer la source,Source entfernen,,,,刪除源,Burahin ang pinagmulan
,sources.undo.delete,delete source %0,删除源 %0,ソース%0を削除,,Supprimer la source %0,%0 Source entfernen,,,,刪除源 %0,burahin ang pinagmulan %0
,sources.untitled-source,Untitled source,未命名源,名称未設定のソース,,Source sans titre,Unbenannte Source,,,,未命名源,Walang pamagat na pinagmulan
,sources.warning.empty-source-name,The source name must not be empty,不可将源名称留空,ソース名を入力してください。,,La source ne doit pas être vide,Der Source-Name darf nicht leer sein,,,,源名稱不可以是空白,Hindi dapat blangko ang pangalan ng pinagmulan
,sources.warning.interpolation-incompatibility,The source has an interpolation incompatibility,该源含有不匹配的轮廓或部件,ソースのマスター互換性が非互換です。,,La source a une incompatibilité d'interpolation,Die Source hat eine Interpolations-Inkompatibilität,,,,此源含有不相容的輪廓或部件,Ang pinagmulan ay may hindi pagkakatugma sa interpolasyon
,sources.warning.unique-location,The source location must be unique,不可与其他源的位置重合,ソースの補完軸上の座標は他のソースと異なる必要があります。,,La localisation de la source doit être unique,Die Location muss einzigartig sein,,,,不可同其他源的位置重合,Dapat na natatangi ang lokasyon ng pinagmulan
,sources.warning.unique-source-name,The source name must be unique,不可与其他源重名,ソース名は他のソースと異なる必要があります。,,Le nom de source doit être unique,Der Source-Name muss einzigartig sein,,,,不可同其他源重名,Dapat na natatangi ang pangalan ng pinagmulan
,toggle-fullscreen,Toggle Fullscreen,切换全屏,フルスクリーンを切り替え,,Plein écran,Vollbild einschalten,Cambiar a pantalla completa,Schakel volledig scherm,,切換全螢幕,I-toggle ang Fullscreen
,warning.entry-exists,"%0 exists already, please use a different value.",%0 已存在，请使用不同的数值。,%0はすでに存在しているため、他の値を使用してください。,,"%0 existe déjà, veuillez utiliser une valeur différente.","%0 existiert bereits, bitte verwende einen anderen Wert.","%0 ya existe, por favor usa un valor diferente.",,,%0 已存在，請使用不同的數值。,"Mayroon nang %0, mangyaring gumamit ng ibang halaga."
,warning.must-be-number,The %0 value must be a number,%0 数值必须为数字,%0の値は数値である必要があります。,,La valeur %0 doit être un nombre,Der Wert %0 muss eine Zahl sein,El valor de %0 debe ser un número,,,%0 數值必須為數字,Ang halagang %0 ay dapat isang numero
,warning.name-must-be-unique,The name must be unique,不可与其他名称重名,名前は他と異なる必要があります。,,Le nom doit être unique,Der Name muss einzigartig sein,El nombre debe ser único,,,不可同其他名稱重名,Dapat na kakaiba ang pangalan
,warning.name-must-not-be-empty,The name must not be empty,不可将名称留空,名前を入力してください。,,Le nom ne doit pas être vide,Der Name darf nicht leer sein,El nombre no debe estar vacio,,,名稱不可以是空白,Hindi dapat blangko ang pangalan
,zoom-fit-selection,Zoom To Fit Selection,缩放到选区,選択オブジェクトに合わせて拡大縮小,,Zoom sur la séléction,Zoom an Auswahl anpassen,Encuadrar Selección,Zoom naar de selectie,,縮放到選取區域,Pagpili ng Zoom To Fit
,zoom-in,Zoom In,放大,拡大,,Zoom avant,Einzoomen,Acercar,Zoom in,,放大,Mag-zoom In
,zoom-out,Zoom Out,缩小,縮小,,Zoomer arrière,Auszoomen,Alejar,Zoom uit,,縮小,Mag-zoom out
,opentype-feature-code.title,Features,OpenType 特性,,,,-,,,,OpenType 特性,Mga Tampok
